,Music,Slow songs or fast songs,Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera,Movies,Horror,Thriller,Comedy,Romantic,Sci-fi,War,Fantasy/Fairy tales,Animated,Documentary,Western,Action,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Smoking,Alcohol,Healthy eating,Daily events,Prioritising workload,Writing notes,Workaholism,Thinking ahead,Final judgement,Reliability,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Criminal damage,Decision making,Elections,Self-criticism,Judgment calls,Hypochondria,Empathy,Eating to survive,Giving,Compassion to animals,Borrowed stuff,Loneliness,Cheating in school,Health,Changing the past,God,Dreams,Charity,Number of friends,Punctuality,Lying,Waiting,New environment,Mood swings,Appearence and gestures,Socializing,Achievements,Responding to a serious letter,Children,Assertiveness,Getting angry,Knowing the right people,Public speaking,Unpopularity,Life struggles,Happiness in life,Energy levels,Small - big dogs,Personality,Finding lost valuables,Getting up,Interests or hobbies,Parents' advice,Questionnaires or polls,Internet usage,Finances,Shopping centres,Branded clothing,Entertainment spending,Spending on looks,Spending on gadgets,Spending on healthy eating,Age,Height,Weight,Number of siblings,Gender,Left - right handed,Education,Only child,Village - town,House - block of flats
1005,5.0,2.0,5.0,2.0,2.0,5.0,4.0,4.0,4.0,3.0,2.0,4.0,1.0,5.0,4.0,4.0,3.0,3.0,2.0,5.0,2.0,3.0,4.0,5.0,4.0,2.0,5.0,5.0,2.0,1.0,4.0,4.0,4.0,2.0,1.0,2.0,4.0,3.0,1.0,2.0,1.0,5.0,4.0,5.0,2.0,1.0,1.0,5.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,4.0,5.0,3.0,5.0,5.0,4.0,4.0,1.0,2.0,4.0,5.0,2.0,2,2.0,3.0,3.0,4.0,4,1,3.0,3.0,2.0,1.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,1.0,5.0,2.0,4.0,1.0,2,1,3.0,5.0,3.0,4.0,5.0,4.0,1.0,3.0,3,2.0,3,2,2,2.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,2,3.0,5.0,4.0,3.0,4.0,3,4.0,20.0,164.0,57.0,1.0,2,2,3,2,2,2
120,5.0,5.0,4.0,1.0,2.0,4.0,4.0,2.0,5.0,5.0,2.0,1.0,3.0,5.0,5.0,3.0,4.0,3.0,2.0,3.0,1.0,3.0,5.0,4.0,2.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,5.0,2.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0,1.0,2.0,5.0,4.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,5.0,1.0,1.0,2.0,1.0,1.0,4,4.0,1.0,1.0,2.0,2,1,2.0,5.0,2.0,1.0,5.0,5.0,1.0,5.0,4.0,5.0,3.0,5.0,4.0,1.0,1.0,5.0,5.0,5.0,1.0,2,1,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3,1.0,1,3,2,4.0,5.0,1.0,2.0,4.0,3.0,3.0,3.0,5.0,1.0,3.0,1.0,3.0,1.0,4.0,2.0,3.0,4.0,1.0,1.0,1.0,2.0,5.0,1,4.0,1.0,1.0,3.0,1.0,1,4.0,23.0,188.0,90.0,0.0,1,2,4,1,2,1
626,5.0,3.0,4.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,2.0,2,4.0,3.0,2.0,3.0,4,3,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,1.0,2,1,5.0,5.0,4.0,3.0,4.0,4.0,5.0,3.0,3,1.0,3,1,1,3.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,1.0,5.0,3.0,3.0,2.0,3,4.0,3.0,3.0,3.0,3.0,3,3.0,22.0,162.0,60.0,0.0,2,2,3,2,1,1
529,5.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,5.0,3.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,1.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,5.0,3.0,5.0,1.0,1.0,5.0,2.0,2.0,3.0,1.0,1.0,3.0,4.0,2.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1,1.0,3.0,1.0,3.0,2,2,2.0,5.0,3.0,3.0,2.0,5.0,2.0,4.0,5.0,2.0,5.0,4.0,2.0,1.0,4.0,5.0,4.0,4.0,1.0,1,2,2.0,2.0,5.0,3.0,1.0,3.0,4.0,1.0,3,3.0,3,2,3,2.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,4.0,2,3.0,2.0,4.0,3.0,2.0,3,2.0,20.0,180.0,68.0,1.0,1,2,3,2,2,1
859,5.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,5.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,5.0,4.0,4.0,5.0,1.0,2.0,5.0,4.0,4.0,4.0,2.0,4.0,3.0,1.0,4.0,2.0,1.0,5.0,3.0,5.0,2.0,1.0,2.0,5.0,4.0,1.0,2.0,5.0,2.0,1.0,4.0,2.0,1.0,1.0,5.0,2.0,1.0,2.0,3.0,4.0,2.0,5.0,3.0,5.0,1.0,1.0,1.0,4.0,2.0,2,2.0,5.0,3.0,2.0,3,1,3.0,5.0,2.0,1.0,1.0,4.0,3.0,5.0,4.0,2.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,5.0,1.0,1,1,1.0,5.0,5.0,3.0,4.0,1.0,5.0,2.0,3,1.0,3,1,1,2.0,4.0,3.0,4.0,4.0,5.0,3.0,2.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,3.0,3.0,3.0,1.0,4.0,3.0,3.0,2.0,2,2.0,5.0,5.0,5.0,5.0,4,3.0,20.0,190.0,125.0,1.0,1,2,3,2,2,1
171,5.0,4.0,3.0,1.0,2.0,4.0,3.0,4.0,4.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,4.0,3.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,5.0,3.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,3.0,1.0,1.0,3,2,2.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,3.0,2.0,5.0,2.0,1.0,1.0,5.0,5.0,5.0,1.0,2,1,1.0,5.0,5.0,4.0,5.0,1.0,5.0,1.0,5,5.0,3,3,2,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,1.0,3.0,3.0,5.0,5.0,1.0,3.0,2.0,2,3.0,5.0,5.0,5.0,5.0,5,4.0,20.0,180.0,72.0,0.0,1,2,3,1,2,1
977,5.0,4.0,4.0,2.0,2.0,1.0,1.0,4.0,4.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,4.0,1.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,5.0,4.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,4.0,1.0,2.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3,2.0,3.0,2.0,3.0,4,1,2.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,5.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,2,3,2.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,3,2.0,4,3,2,2.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,5.0,2.0,2.0,1.0,2,2.0,4.0,5.0,4.0,3.0,2,4.0,19.0,183.0,83.0,1.0,1,2,3,2,1,2
440,5.0,3.0,4.0,1.0,2.0,4.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,1.0,5.0,3.0,3.0,5.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0,1.0,1.0,4.0,3.0,3.0,2.0,1.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,3.0,4.0,2.0,1.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,1.0,2.0,4.0,4.0,5.0,5,4.0,4.0,4.0,5.0,1,1,3.0,3.0,1.0,1.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1,2,2.0,4.0,4.0,3.0,3.0,4.0,3.0,1.0,3,2.0,3,3,1,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,5.0,5.0,1.0,2,3.0,3.0,4.0,3.0,4.0,4,4.0,19.0,164.0,58.0,1.0,2,2,3,2,2,1
536,5.0,5.0,2.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,3.0,5.0,1.0,5.0,5.0,5.0,5.0,3.0,1.0,3.0,3.0,3.0,2.0,1.0,5.0,3.0,5.0,3.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,5.0,5.0,2.0,2.0,1.0,1.0,3.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,2.0,5.0,5.0,5.0,1.0,2.0,5.0,1.0,5.0,3,3.0,5.0,1.0,1.0,4,1,3.0,5.0,3.0,3.0,1.0,2.0,5.0,2.0,3.0,5.0,3.0,5.0,2.0,5.0,2.0,3.0,1.0,5.0,2.0,1,2,2.0,5.0,3.0,1.0,5.0,4.0,5.0,4.0,3,1.0,5,3,1,1.0,4.0,2.0,5.0,5.0,4.0,3.0,1.0,3.0,5.0,5.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,1.0,5.0,5.0,3.0,1.0,2,1.0,5.0,5.0,5.0,5.0,5,4.0,19.0,168.0,57.0,1.0,2,2,4,2,2,1
14,5.0,3.0,2.0,1.0,1.0,2.0,3.0,4.0,5.0,2.0,5.0,3.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,5.0,4.0,1.0,1.0,5.0,5.0,3.0,1.0,4.0,2.0,5.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,5.0,3.0,1.0,5.0,5.0,5.0,2.0,4.0,5.0,1.0,5.0,5.0,5.0,3.0,3.0,2.0,5,1.0,5.0,5.0,3.0,4,2,1.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,1.0,5.0,4.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,1,1,5.0,5.0,4.0,2.0,1.0,5.0,1.0,5.0,4,3.0,5,1,3,3.0,1.0,4.0,4.0,1.0,4.0,5.0,5.0,1.0,4.0,2.0,3.0,3.0,5.0,5.0,4.0,1.0,4.0,3.0,1.0,2.0,4.0,3.0,1,5.0,3.0,1.0,5.0,5.0,1,4.0,22.0,175.0,57.0,1.0,2,2,4,2,2,1
860,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,3.0,2.0,5.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,5.0,4.0,1.0,3.0,5.0,4.0,5.0,3.0,1.0,3.0,3.0,4.0,2.0,4.0,5.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,5.0,4.0,5.0,4.0,4.0,1.0,1.0,2.0,1.0,3.0,3,2.0,1.0,2.0,1.0,4,2,3.0,4.0,1.0,2.0,1.0,4.0,1.0,4.0,4.0,2.0,2.0,4.0,1.0,3.0,3.0,4.0,4.0,5.0,1.0,1,1,4.0,4.0,4.0,1.0,5.0,2.0,2.0,1.0,2,1.0,4,3,1,4.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,5.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,1.0,3.0,4.0,3.0,3.0,2,2.0,3.0,4.0,5.0,3.0,3,4.0,20.0,182.0,88.0,2.0,1,2,3,2,2,1
628,4.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,5.0,3.0,4.0,4.0,2.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,1.0,1.0,2.0,4.0,1.0,4.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,1,1.0,3.0,1.0,4.0,3,2,3.0,3.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,5.0,4.0,3.0,1,3,2.0,4.0,4.0,4.0,5.0,4.0,2.0,2.0,3,2.0,2,3,1,2.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0,3.0,5.0,4.0,2.0,3.0,2.0,4.0,3.0,2.0,5.0,3.0,4.0,2.0,2,3.0,4.0,3.0,4.0,2.0,4,3.0,19.0,172.0,68.0,0.0,1,2,3,1,2,1
1009,5.0,5.0,4.0,3.0,2.0,3.0,3.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,5.0,2.0,3.0,5.0,2.0,3.0,1.0,4.0,2.0,4.0,1.0,4.0,2.0,3.0,1.0,2.0,2.0,4.0,2.0,1.0,5.0,3.0,1.0,5.0,4.0,5.0,1.0,3.0,1.0,1.0,4.0,2.0,1.0,2.0,5.0,4.0,5.0,3.0,3.0,3.0,1.0,5.0,2.0,5.0,2.0,1.0,2.0,5.0,1.0,4,2.0,2.0,3.0,2.0,3,2,3.0,3.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,5.0,2.0,3.0,5.0,3.0,1,4,1.0,5.0,5.0,3.0,2.0,5.0,1.0,1.0,3,1.0,2,2,2,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,1.0,2.0,2.0,3.0,5.0,2,5.0,4.0,2.0,3.0,1.0,1,5.0,21.0,185.0,72.0,1.0,1,2,3,2,1,2
809,4.0,3.0,4.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,5.0,5.0,3.0,5.0,2.0,2.0,4.0,2.0,5.0,4.0,3.0,5.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,3.0,5.0,1.0,2.0,5.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,5,1.0,1.0,4.0,2.0,2,1,4.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,2,4,4.0,4.0,4.0,1.0,5.0,3.0,4.0,3.0,4,4.0,3,3,1,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,2.0,1.0,1,2.0,5.0,5.0,5.0,5.0,2,4.0,18.0,176.0,76.0,0.0,1,2,3,1,2,1
333,5.0,2.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,2.0,2.0,5.0,5.0,3.0,2.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,5.0,3.0,2.0,3.0,3.0,5.0,5.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,5.0,4.0,5.0,5.0,3.0,2.0,4.0,3.0,3.0,5.0,3.0,5.0,3.0,1.0,1.0,4.0,3.0,3,3.0,1.0,3.0,2.0,2,3,3.0,3.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,3.0,5.0,4.0,1.0,2.0,3.0,3.0,5.0,5.0,1.0,1,4,4.0,4.0,4.0,3.0,3.0,4.0,2.0,5.0,4,3.0,5,2,1,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,5.0,5.0,5.0,2,3.0,4.0,3.0,1.0,4.0,2,3.0,16.0,174.0,65.0,1.0,2,2,3,1,2,1
155,5.0,4.0,4.0,3.0,3.0,5.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,5.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,1.0,2.0,4.0,5.0,2.0,3.0,2.0,3.0,2.0,1.0,4.0,3.0,4.0,3.0,5.0,4.0,5.0,2.0,3.0,1.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,1.0,1.0,5.0,1.0,2.0,1,5.0,3.0,1.0,3.0,3,2,3.0,4.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,1.0,3.0,5.0,5.0,5.0,1,5,5.0,5.0,5.0,5.0,2.0,1.0,5.0,1.0,2,5.0,1,3,2,4.0,1.0,5.0,2.0,5.0,1.0,4.0,4.0,4.0,1.0,5.0,5.0,3.0,3.0,2.0,1.0,5.0,3.0,1.0,5.0,4.0,5.0,5.0,2,5.0,5.0,3.0,3.0,5.0,4,3.0,19.0,171.0,72.0,1.0,2,2,3,2,2,1
794,4.0,5.0,3.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,2.0,4.0,5.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,5.0,1.0,2.0,3.0,1.0,2.0,5.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,5,1.0,1.0,1.0,3.0,3,2,4.0,3.0,4.0,2.0,3.0,3.0,1.0,5.0,5.0,3.0,3.0,5.0,2.0,5.0,3.0,3.0,3.0,5.0,2.0,2,1,1.0,3.0,3.0,1.0,4.0,3.0,5.0,5.0,5,3.0,5,3,2,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,3.0,1.0,3,5.0,3.0,5.0,2.0,1.0,5,5.0,23.0,190.0,95.0,1.0,1,2,3,2,2,1
433,5.0,3.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,2.0,5.0,3.0,5.0,4.0,3.0,3.0,2.0,2.0,2.0,5.0,1.0,2.0,3.0,2.0,4.0,5.0,2.0,5.0,4.0,5.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,2.0,4.0,2.0,5.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,4,5.0,5.0,5.0,3.0,3,1,2.0,4.0,4.0,3.0,5.0,5.0,1.0,3.0,5.0,3.0,5.0,1.0,1.0,2.0,5.0,5.0,5.0,4.0,3.0,1,1,3.0,3.0,4.0,3.0,5.0,5.0,2.0,3.0,3,1.0,4,2,1,4.0,5.0,5.0,3.0,2.0,3.0,5.0,5.0,3.0,3.0,4.0,5.0,3.0,5.0,4.0,3.0,1.0,3.0,1.0,5.0,5.0,3.0,3.0,2,3.0,1.0,1.0,3.0,3.0,3,5.0,19.0,170.0,56.0,3.0,2,2,3,2,2,1
200,4.0,3.0,3.0,1.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,2.0,2.0,2.0,1.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,2.0,3.0,1.0,3.0,5.0,5.0,3.0,1.0,1.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,5.0,3.0,1.0,2.0,3.0,1.0,2,1.0,1.0,3.0,4.0,3,2,2.0,2.0,2.0,2.0,3.0,4.0,5.0,3.0,4.0,2.0,1.0,2.0,4.0,5.0,5.0,5.0,5.0,4.0,1.0,1,2,1.0,3.0,3.0,5.0,2.0,2.0,5.0,2.0,3,2.0,1,1,1,2.0,2.0,2.0,2.0,1.0,2.0,5.0,3.0,1.0,3.0,2.0,4.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,5.0,1.0,2.0,3.0,1,4.0,3.0,3.0,2.0,2.0,3,1.0,21.0,169.0,55.0,2.0,1,2,3,2,2,1
694,5.0,3.0,3.0,3.0,4.0,5.0,2.0,3.0,5.0,4.0,2.0,3.0,3.0,5.0,5.0,1.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,5.0,2.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,2.0,2.0,2.0,4.0,5.0,1.0,3.0,4.0,3.0,5.0,4.0,3.0,5.0,1.0,4.0,5.0,1.0,2.0,2.0,5.0,2.0,5.0,3.0,1.0,2.0,2.0,1.0,1.0,3.0,5,2.0,1.0,2.0,1.0,3,2,4.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,1.0,2.0,3.0,1.0,5.0,5.0,1.0,1,4,1.0,3.0,5.0,5.0,4.0,3.0,3.0,5.0,2,2.0,4,2,1,2.0,5.0,4.0,4.0,5.0,3.0,5.0,4.0,3.0,1.0,4.0,1.0,3.0,1.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,3.0,2,3.0,2.0,3.0,3.0,2.0,4,4.0,21.0,187.0,73.0,4.0,1,2,4,2,2,2
18,5.0,3.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,2.0,4.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,5.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,2.0,3,2,4.0,2.0,4.0,3.0,4.0,5.0,3.0,4.0,5.0,3.0,5.0,3.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,1,3,1.0,2.0,5.0,4.0,4.0,3.0,4.0,5.0,3,1.0,2,1,3,3.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,3.0,1.0,5.0,5.0,3.0,1.0,3.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,2.0,2,4.0,2.0,4.0,4.0,4.0,5,4.0,18.0,181.0,78.0,2.0,1,2,3,2,2,2
938,5.0,3.0,2.0,5.0,1.0,5.0,1.0,4.0,5.0,2.0,4.0,4.0,1.0,3.0,5.0,5.0,1.0,5.0,3.0,5.0,1.0,5.0,4.0,2.0,5.0,1.0,5.0,4.0,5.0,1.0,5.0,4.0,4.0,3.0,5.0,3.0,4.0,3.0,2.0,4.0,3.0,5.0,5.0,5.0,2.0,1.0,1.0,5.0,4.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,5.0,4.0,4.0,3.0,1.0,5.0,3.0,2.0,4.0,5.0,3.0,2,4.0,5.0,5.0,3.0,1,2,3.0,3.0,1.0,2.0,5.0,5.0,1.0,5.0,3.0,5.0,2.0,4.0,4.0,2.0,4.0,3.0,5.0,5.0,5.0,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3,3.0,1,2,2,2.0,4.0,5.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,4.0,1.0,1.0,5.0,3.0,1.0,3.0,2.0,1.0,5.0,5.0,5.0,3.0,2,1.0,5.0,4.0,2.0,5.0,3,2.0,19.0,166.0,63.0,0.0,2,2,3,1,2,2
68,5.0,5.0,3.0,2.0,1.0,2.0,4.0,3.0,5.0,5.0,5.0,1.0,5.0,4.0,4.0,3.0,2.0,4.0,2.0,5.0,1.0,2.0,5.0,4.0,4.0,2.0,5.0,5.0,2.0,1.0,3.0,2.0,2.0,3.0,5.0,2.0,5.0,2.0,4.0,3.0,5.0,2.0,3.0,4.0,1.0,4.0,3.0,2.0,5.0,4.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,3.0,4.0,3.0,5.0,1.0,4.0,3.0,5.0,2.0,2.0,4.0,5,3.0,1.0,3.0,5.0,3,1,2.0,2.0,1.0,4.0,4.0,2.0,5.0,3.0,4.0,4.0,5.0,5.0,2.0,1.0,1.0,5.0,5.0,3.0,3.0,2,1,5.0,4.0,2.0,4.0,5.0,2.0,5.0,5.0,3,1.0,2,1,1,3.0,1.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,1.0,2.0,3.0,2,1.0,3.0,3.0,4.0,4.0,4,4.0,18.0,162.0,50.0,1.0,2,2,4,2,1,2
